scope,region,year,count,withinCurrentSummerWindow,outsideCurrentSummerWindow,julyAugustCount,withinWindowCalendarDays,outsideWindowCalendarDays,withinPerCalendarDay,outsidePerCalendarDay,comparisonStatus
A,남구|용호동,2020,10,3,7,3,58,308,0.05172413793103448,0.022727272727272728,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,남구|용호동,2021,7,3,4,3,58,307,0.05172413793103448,0.013029315960912053,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,남구|용호동,2022,13,5,8,5,58,307,0.08620689655172414,0.026058631921824105,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,남구|용호동,2023,7,5,2,5,58,307,0.08620689655172414,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,남구|용호동,2024,8,2,6,2,58,308,0.034482758620689655,0.01948051948051948,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,남구|우암동,all,5,0,5,0,290,1537,0.0,0.0032530904359141183,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,남구|우암동,2021,2,0,2,0,58,307,0.0,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,남구|우암동,2024,3,0,3,0,58,308,0.0,0.00974025974025974,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,동구|좌천동,all,1,0,1,0,290,1537,0.0,0.0006506180871828237,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,동구|좌천동,2020,1,0,1,0,58,308,0.0,0.003246753246753247,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,동구|초량동,all,7,0,7,0,290,1537,0.0,0.004554326610279766,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,동구|초량동,2020,1,0,1,0,58,308,0.0,0.003246753246753247,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,동구|초량동,2021,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,동구|초량동,2022,2,0,2,0,58,307,0.0,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,동구|초량동,2023,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,동구|초량동,2024,2,0,2,0,58,308,0.0,0.006493506493506494,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,동래구|안락동,all,3,1,2,1,290,1537,0.0034482758620689655,0.0013012361743656475,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,동래구|안락동,2023,3,1,2,1,58,307,0.017241379310344827,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,동래구|온천동,all,7,1,6,1,290,1537,0.0034482758620689655,0.003903708523096942,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,동래구|온천동,2021,1,1,0,1,58,307,0.017241379310344827,0.0,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,동래구|온천동,2023,6,0,6,0,58,307,0.0,0.019543973941368076,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,부산진구|초읍동,all,11,0,11,0,290,1537,0.0,0.0071567989590110605,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,부산진구|초읍동,2023,4,0,4,0,58,307,0.0,0.013029315960912053,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,부산진구|초읍동,2024,7,0,7,0,58,308,0.0,0.022727272727272728,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,북구|구포동,all,49,7,42,7,290,1537,0.02413793103448276,0.027325959661678594,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,북구|구포동,2020,8,1,7,1,58,308,0.017241379310344827,0.022727272727272728,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,북구|구포동,2021,5,1,4,1,58,307,0.017241379310344827,0.013029315960912053,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,북구|구포동,2022,13,2,11,2,58,307,0.034482758620689655,0.035830618892508145,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,북구|구포동,2023,12,0,12,0,58,307,0.0,0.03908794788273615,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,북구|구포동,2024,11,3,8,3,58,308,0.05172413793103448,0.025974025974025976,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,북구|금곡동,all,10,8,2,8,290,1537,0.027586206896551724,0.0013012361743656475,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,북구|금곡동,2023,4,4,0,4,58,307,0.06896551724137931,0.0,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,북구|금곡동,2024,6,4,2,4,58,308,0.06896551724137931,0.006493506493506494,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,북구|덕천동,all,27,4,23,4,290,1537,0.013793103448275862,0.014964216005204945,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,북구|덕천동,2020,4,0,4,0,58,308,0.0,0.012987012987012988,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,북구|덕천동,2021,11,1,10,1,58,307,0.017241379310344827,0.03257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,북구|덕천동,2022,4,0,4,0,58,307,0.0,0.013029315960912053,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,북구|덕천동,2023,4,1,3,1,58,307,0.017241379310344827,0.009771986970684038,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,북구|덕천동,2024,4,2,2,2,58,308,0.034482758620689655,0.006493506493506494,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,북구|화명동,all,12,5,7,5,290,1537,0.017241379310344827,0.004554326610279766,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,북구|화명동,2021,3,1,2,1,58,307,0.017241379310344827,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,북구|화명동,2022,4,3,1,3,58,307,0.05172413793103448,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,북구|화명동,2023,5,1,4,1,58,307,0.017241379310344827,0.013029315960912053,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,사상구|감전동,all,2,0,2,0,290,1537,0.0,0.0013012361743656475,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,사상구|감전동,2023,2,0,2,0,58,307,0.0,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,사상구|괘법동,all,1,0,1,0,290,1537,0.0,0.0006506180871828237,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,사상구|괘법동,2024,1,0,1,0,58,308,0.0,0.003246753246753247,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,사상구|삼락동,all,24,2,22,3,290,1537,0.006896551724137931,0.014313597918022121,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,사상구|삼락동,2020,6,0,6,0,58,308,0.0,0.01948051948051948,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,사상구|삼락동,2021,2,1,1,1,58,307,0.017241379310344827,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,사상구|삼락동,2022,5,1,4,2,58,307,0.017241379310344827,0.013029315960912053,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,사상구|삼락동,2023,8,0,8,0,58,307,0.0,0.026058631921824105,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,사상구|삼락동,2024,3,0,3,0,58,308,0.0,0.00974025974025974,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,사상구|엄궁동,all,16,6,10,6,290,1537,0.020689655172413793,0.006506180871828237,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,사상구|엄궁동,2020,5,4,1,4,58,308,0.06896551724137931,0.003246753246753247,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,사상구|엄궁동,2021,5,0,5,0,58,307,0.0,0.016286644951140065,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,사상구|엄궁동,2022,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,사상구|엄궁동,2023,4,2,2,2,58,307,0.034482758620689655,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,사상구|엄궁동,2024,1,0,1,0,58,308,0.0,0.003246753246753247,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,사상구|주례동,all,1,0,1,0,290,1537,0.0,0.0006506180871828237,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,사상구|주례동,2023,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,사상구|학장동,all,42,42,0,42,290,1537,0.14482758620689656,0.0,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,사상구|학장동,2023,42,42,0,42,58,307,0.7241379310344828,0.0,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,사하구|감천동,all,7,0,7,0,290,1537,0.0,0.004554326610279766,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,사하구|감천동,2020,3,0,3,0,58,308,0.0,0.00974025974025974,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
A,사하구|감천동,2022,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
